taskId time jobId jobSize nCores runtime user peer TraceID Cluster.IAT Cluster.RT
8019 7770 8 60 1 310 1 1 jonquera-ga-8-cores C5 C4
8020 7770 8 60 1 590 1 1 jonquera-ga-8-cores C5 C4
8021 7770 8 60 1 610 1 1 jonquera-ga-8-cores C5 C4
8022 7770 8 60 1 560 1 1 jonquera-ga-8-cores C5 C4
8023 7770 8 60 1 30 1 1 jonquera-ga-8-cores C5 C4
8024 7770 8 60 1 390 1 1 jonquera-ga-8-cores C5 C4
8025 7770 8 60 1 380 1 1 jonquera-ga-8-cores C5 C4
8026 7770 8 60 1 630 1 1 jonquera-ga-8-cores C5 C4
8027 7770 8 60 1 170 1 1 jonquera-ga-8-cores C5 C4
8028 7770 8 60 1 40 1 1 jonquera-ga-8-cores C5 C4
8029 7770 8 60 1 740 1 1 jonquera-ga-8-cores C5 C4
8030 7770 8 60 1 490 1 1 jonquera-ga-8-cores C5 C4
8031 7770 8 60 1 370 1 1 jonquera-ga-8-cores C5 C4
8032 7770 8 60 1 670 1 1 jonquera-ga-8-cores C5 C4
8033 7770 8 60 1 660 1 1 jonquera-ga-8-cores C5 C4
8034 7770 8 60 1 450 1 1 jonquera-ga-8-cores C5 C4
8035 7770 8 60 1 440 1 1 jonquera-ga-8-cores C5 C4
8036 7770 8 60 1 450 1 1 jonquera-ga-8-cores C5 C4
8037 7770 8 60 1 560 1 1 jonquera-ga-8-cores C5 C4
8038 7770 8 60 1 340 1 1 jonquera-ga-8-cores C5 C4
8039 7770 8 60 1 710 1 1 jonquera-ga-8-cores C5 C4
8040 7770 8 60 1 400 1 1 jonquera-ga-8-cores C5 C4
8041 7770 8 60 1 500 1 1 jonquera-ga-8-cores C5 C4
8042 7770 8 60 1 270 1 1 jonquera-ga-8-cores C5 C4
8043 7770 8 60 1 760 1 1 jonquera-ga-8-cores C5 C4
8044 7770 8 60 1 210 1 1 jonquera-ga-8-cores C5 C4
8045 7770 8 60 1 490 1 1 jonquera-ga-8-cores C5 C4
8046 7770 8 60 1 600 1 1 jonquera-ga-8-cores C5 C4
8047 7770 8 60 1 220 1 1 jonquera-ga-8-cores C5 C4
8048 7770 8 60 1 360 1 1 jonquera-ga-8-cores C5 C4
8049 7770 8 60 1 390 1 1 jonquera-ga-8-cores C5 C4
8050 7770 8 60 1 400 1 1 jonquera-ga-8-cores C5 C4
8051 7770 8 60 1 1090 1 1 jonquera-ga-8-cores C5 C4
8052 7770 8 60 1 260 1 1 jonquera-ga-8-cores C5 C4
8053 7770 8 60 1 280 1 1 jonquera-ga-8-cores C5 C4
8054 7770 8 60 1 120 1 1 jonquera-ga-8-cores C5 C4
8055 7770 8 60 1 120 1 1 jonquera-ga-8-cores C5 C4
8056 7770 8 60 1 360 1 1 jonquera-ga-8-cores C5 C4
8057 7770 8 60 1 690 1 1 jonquera-ga-8-cores C5 C4
8058 7770 8 60 1 50 1 1 jonquera-ga-8-cores C5 C4
8059 7770 8 60 1 50 1 1 jonquera-ga-8-cores C5 C4
8060 7770 8 60 1 870 1 1 jonquera-ga-8-cores C5 C4
9001 8860 9 60 8 690 1 1 jonquera-ga-8-cores C5 C4
9002 8860 9 60 8 670 1 1 jonquera-ga-8-cores C5 C4
9003 8860 9 60 4 740 1 1 jonquera-ga-8-cores C5 C4
9004 8860 9 60 4 710 1 1 jonquera-ga-8-cores C5 C4
9005 8860 9 60 4 460 1 1 jonquera-ga-8-cores C5 C4
9006 8860 9 60 4 660 1 1 jonquera-ga-8-cores C5 C4
9007 8860 9 60 4 910 1 1 jonquera-ga-8-cores C5 C4
9008 8860 9 60 4 800 1 1 jonquera-ga-8-cores C5 C4
9009 8860 9 60 4 210 1 1 jonquera-ga-8-cores C5 C4
9010 8860 9 60 4 690 1 1 jonquera-ga-8-cores C5 C4
9011 8860 9 60 4 680 1 1 jonquera-ga-8-cores C5 C4
9012 8860 9 60 4 230 1 1 jonquera-ga-8-cores C5 C4
9013 8860 9 60 4 880 1 1 jonquera-ga-8-cores C5 C4
9014 8860 9 60 4 960 1 1 jonquera-ga-8-cores C5 C4
9015 8860 9 60 2 500 1 1 jonquera-ga-8-cores C5 C4
9016 8860 9 60 2 1130 1 1 jonquera-ga-8-cores C5 C4
9017 8860 9 60 2 690 1 1 jonquera-ga-8-cores C5 C4
9018 8860 9 60 1 460 1 1 jonquera-ga-8-cores C5 C4
9019 8860 9 60 1 200 1 1 jonquera-ga-8-cores C5 C4
9020 8860 9 60 1 260 1 1 jonquera-ga-8-cores C5 C4
9021 8860 9 60 1 270 1 1 jonquera-ga-8-cores C5 C4
9022 8860 9 60 1 350 1 1 jonquera-ga-8-cores C5 C4
9023 8860 9 60 1 510 1 1 jonquera-ga-8-cores C5 C4
9024 8860 9 60 1 670 1 1 jonquera-ga-8-cores C5 C4
9025 8860 9 60 1 630 1 1 jonquera-ga-8-cores C5 C4
9026 8860 9 60 1 60 1 1 jonquera-ga-8-cores C5 C4
9027 8860 9 60 1 350 1 1 jonquera-ga-8-cores C5 C4
9028 8860 9 60 1 530 1 1 jonquera-ga-8-cores C5 C4
9029 8860 9 60 1 730 1 1 jonquera-ga-8-cores C5 C4
9030 8860 9 60 1 550 1 1 jonquera-ga-8-cores C5 C4
9031 8860 9 60 1 650 1 1 jonquera-ga-8-cores C5 C4
9032 8860 9 60 1 160 1 1 jonquera-ga-8-cores C5 C4
9033 8860 9 60 1 350 1 1 jonquera-ga-8-cores C5 C4
9034 8860 9 60 1 50 1 1 jonquera-ga-8-cores C5 C4
9035 8860 9 60 1 810 1 1 jonquera-ga-8-cores C5 C4
9036 8860 9 60 1 510 1 1 jonquera-ga-8-cores C5 C4
9037 8860 9 60 1 750 1 1 jonquera-ga-8-cores C5 C4
9038 8860 9 60 1 660 1 1 jonquera-ga-8-cores C5 C4
9039 8860 9 60 1 400 1 1 jonquera-ga-8-cores C5 C4
9040 8860 9 60 1 390 1 1 jonquera-ga-8-cores C5 C4
9041 8860 9 60 1 690 1 1 jonquera-ga-8-cores C5 C4
9042 8860 9 60 1 690 1 1 jonquera-ga-8-cores C5 C4
9043 8860 9 60 1 320 1 1 jonquera-ga-8-cores C5 C4
9044 8860 9 60 1 460 1 1 jonquera-ga-8-cores C5 C4
9045 8860 9 60 1 440 1 1 jonquera-ga-8-cores C5 C4
9046 8860 9 60 1 480 1 1 jonquera-ga-8-cores C5 C4
9047 8860 9 60 1 580 1 1 jonquera-ga-8-cores C5 C4
9048 8860 9 60 1 640 1 1 jonquera-ga-8-cores C5 C4
9049 8860 9 60 1 390 1 1 jonquera-ga-8-cores C5 C4
9050 8860 9 60 1 560 1 1 jonquera-ga-8-cores C5 C4
9051 8860 9 60 1 250 1 1 jonquera-ga-8-cores C5 C4
9052 8860 9 60 1 350 1 1 jonquera-ga-8-cores C5 C4
9053 8860 9 60 1 690 1 1 jonquera-ga-8-cores C5 C4
9054 8860 9 60 1 270 1 1 jonquera-ga-8-cores C5 C4
9055 8860 9 60 1 530 1 1 jonquera-ga-8-cores C5 C4
9056 8860 9 60 1 330 1 1 jonquera-ga-8-cores C5 C4
9057 8860 9 60 1 450 1 1 jonquera-ga-8-cores C5 C4
9058 8860 9 60 1 380 1 1 jonquera-ga-8-cores C5 C4
9059 8860 9 60 1 1160 1 1 jonquera-ga-8-cores C5 C4
9060 8860 9 60 1 300 1 1 jonquera-ga-8-cores C5 C4
10001 9990 10 60 4 230 1 1 jonquera-ga-8-cores C5 C4
10002 9990 10 60 4 450 1 1 jonquera-ga-8-cores C5 C4
10003 9990 10 60 4 710 1 1 jonquera-ga-8-cores C5 C4
10004 9990 10 60 4 790 1 1 jonquera-ga-8-cores C5 C4
10005 9990 10 60 4 530 1 1 jonquera-ga-8-cores C5 C4
10006 9990 10 60 4 380 1 1 jonquera-ga-8-cores C5 C4
10007 9990 10 60 4 890 1 1 jonquera-ga-8-cores C5 C4
10008 9990 10 60 4 1060 1 1 jonquera-ga-8-cores C5 C4
10009 9990 10 60 2 310 1 1 jonquera-ga-8-cores C5 C4
10010 9990 10 60 2 310 1 1 jonquera-ga-8-cores C5 C4
10011 9990 10 60 2 370 1 1 jonquera-ga-8-cores C5 C4
10012 9990 10 60 2 530 1 1 jonquera-ga-8-cores C5 C4
10013 9990 10 60 2 1150 1 1 jonquera-ga-8-cores C5 C4
10014 9990 10 60 2 1150 1 1 jonquera-ga-8-cores C5 C4
10015 9990 10 60 1 370 1 1 jonquera-ga-8-cores C5 C4
10016 9990 10 60 1 450 1 1 jonquera-ga-8-cores C5 C4
10017 9990 10 60 1 180 1 1 jonquera-ga-8-cores C5 C4
10018 9990 10 60 1 260 1 1 jonquera-ga-8-cores C5 C4
10019 9990 10 60 1 380 1 1 jonquera-ga-8-cores C5 C4
10020 9990 10 60 1 680 1 1 jonquera-ga-8-cores C5 C4
10021 9990 10 60 1 730 1 1 jonquera-ga-8-cores C5 C4
10022 9990 10 60 1 680 1 1 jonquera-ga-8-cores C5 C4
10023 9990 10 60 1 40 1 1 jonquera-ga-8-cores C5 C4
10024 9990 10 60 1 600 1 1 jonquera-ga-8-cores C5 C4
10025 9990 10 60 1 330 1 1 jonquera-ga-8-cores C5 C4
10026 9990 10 60 1 530 1 1 jonquera-ga-8-cores C5 C4
10027 9990 10 60 1 160 1 1 jonquera-ga-8-cores C5 C4
10028 9990 10 60 1 40 1 1 jonquera-ga-8-cores C5 C4
10029 9990 10 60 1 400 1 1 jonquera-ga-8-cores C5 C4
10030 9990 10 60 1 710 1 1 jonquera-ga-8-cores C5 C4
10031 9990 10 60 1 280 1 1 jonquera-ga-8-cores C5 C4
10032 9990 10 60 1 510 1 1 jonquera-ga-8-cores C5 C4
10033 9990 10 60 1 370 1 1 jonquera-ga-8-cores C5 C4
10034 9990 10 60 1 580 1 1 jonquera-ga-8-cores C5 C4
10035 9990 10 60 1 530 1 1 jonquera-ga-8-cores C5 C4
10036 9990 10 60 1 470 1 1 jonquera-ga-8-cores C5 C4
10037 9990 10 60 1 520 1 1 jonquera-ga-8-cores C5 C4
10038 9990 10 60 1 550 1 1 jonquera-ga-8-cores C5 C4
10039 9990 10 60 1 510 1 1 jonquera-ga-8-cores C5 C4
10040 9990 10 60 1 720 1 1 jonquera-ga-8-cores C5 C4
10041 9990 10 60 1 460 1 1 jonquera-ga-8-cores C5 C4
10042 9990 10 60 1 630 1 1 jonquera-ga-8-cores C5 C4
10043 9990 10 60 1 250 1 1 jonquera-ga-8-cores C5 C4
10044 9990 10 60 1 780 1 1 jonquera-ga-8-cores C5 C4
10045 9990 10 60 1 710 1 1 jonquera-ga-8-cores C5 C4
10046 9990 10 60 1 230 1 1 jonquera-ga-8-cores C5 C4
10047 9990 10 60 1 510 1 1 jonquera-ga-8-cores C5 C4
10048 9990 10 60 1 830 1 1 jonquera-ga-8-cores C5 C4
10049 9990 10 60 1 200 1 1 jonquera-ga-8-cores C5 C4
10050 9990 10 60 1 310 1 1 jonquera-ga-8-cores C5 C4
10051 9990 10 60 1 430 1 1 jonquera-ga-8-cores C5 C4
10052 9990 10 60 1 360 1 1 jonquera-ga-8-cores C5 C4
10053 9990 10 60 1 350 1 1 jonquera-ga-8-cores C5 C4
10054 9990 10 60 1 440 1 1 jonquera-ga-8-cores C5 C4
10055 9990 10 60 1 1150 1 1 jonquera-ga-8-cores C5 C4
10056 9990 10 60 1 270 1 1 jonquera-ga-8-cores C5 C4
10057 9990 10 60 1 90 1 1 jonquera-ga-8-cores C5 C4
10058 9990 10 60 1 150 1 1 jonquera-ga-8-cores C5 C4
10059 9990 10 60 1 420 1 1 jonquera-ga-8-cores C5 C4
10060 9990 10 60 1 50 1 1 jonquera-ga-8-cores C5 C4
