generation individual worker  nCores        st        ft
         6         60      15       1  	  554	       666
         6         NA               	     NA	          
         6         NA               	     NA	          
         6         NA               	     NA	          
         6         NA               	     NA	          

         7          1       1       8 	  666        777
         7          2       2       8	    666        705
         7          3       3       4	    666        732
         7          4       3       4	    666        732
         7          5       4       2	    666        777
         7          6       4       2	    666        768
         7          7       4       2 	  666        753
         7          8       4       2 	  666        777

         7          9       5       2	    666        754
         7         10       5       2	    666        738
         7         11       5       2	    666        732
         7         12       5       2	    666        687
         7         13       6       1	    666        711
         7         14       6       1	    666        777
         7         15       6       1	    666        708
         7         16       6       1	    666        735

         7         17       6       1	    666        685
         7         18       6       1	    666        686
         7         19       6       1	    666        712
         7         20       6       1	    666        729
         7         21       7       1 	  666        729
         7         22       7       1 	  666        700
         7         23       7       1 	  666        670
         7         24       7       1 	  666        701

         7         25       7       1 	  666        770
         7         26       7       1 	  666        724
         7         27       7       1 	  666        683
         7         28       7       1 	  666        670
         7         29       8       1 	  666        728
         7         30       8       1 	  666        732
         7         31       8       1 	  666        716
         7         32       8       1 	  666        728

         7         33       8       1 	  666        731
         7         34       8       1 	  666        743
         7         35       8       1 	  666        727
         7         36       8       1 	  666        706
         7         37       9       1 	  666        715
         7         38       9       1 	  666        707
         7         39       9       1 	  666        724
         7         40       9       1 	  666        732

         7         41       9       1 	  666        704   
         7         42       9       1 	  666        692
         7         43       9       1 	  666        720
         7         44       9       1 	  666        702
         7         45      10       1	    666        695   
         7         46      10       1	    666        740
         7         47      10       1	    666        688
         7         48      10       1	    666        723

         7         49      10       1	    666        692
         7         50      10       1	    666        709
         7         51      10       1	    666        709
         7         52      10       1	    666        708
         7         53      11       1	    666        777
         7         54      11       1	    666        686
         7         55      11       1	    666        677
         7         56      11       1	    666        712

         7         57      11       1 	  666        679
         7         58      11       1 	  666        696
         7         59      11       1 	  666        703
         7         60      11       1 	  666        672
         7         NA               	     NA	          	       
         7         NA               	     NA	          	       
         7         NA               	     NA	          	       
         7         NA               	     NA	                 

         8          1       1       8 	  777         854
         8          2       2       8 	  777         796
         8          3       3       8 	  777         818
         8          4       4       8 	  777         819
         8          5       5       4 	  777         791
         8          6       5       4 	  777         843
         8          7       6       4 	  777         656
         8          8       6       4 	  777         838

         8          9       7       4 	  777         845
         8         10       7       4 	  777         858 	         
         8         11       8       2 	  777         850
         8         12       8       2 	  777         800
         8         13       8       2 	  777         821
         8         14       8       2 	  777         836
         8         15       9       1 	  777         824
         8         16       9       1 	  777         795 	          

         8         17       9       1	    777         802 	       
         8         18       9       1	    777         819
         8         19       9       1	    777         808
         8         20       9       1	    777         836
         8         21       9       1	    777         838
         8         22       9       1	    777         833
         8         23      10       1	    777         780 
         8         24      10       1	    777         816

         8         25      10       1	    777         815
         8         26      10       1	    777         840
         8         27      10       1	    777         794
         8         28      10       1	    777         781
         8         29      10       1	    777         851
         8         30      10       1	    777         826
         8         31      11       1	    777         814
         8         32      11       1	    777         844

         8         33      11       1	    777         843
         8         34      11       1	    777         822
         8         35      11       1	    777         821
         8         36      11       1	    777         822
         8         37      11       1	    777         833
         8         38      11       1	    777         811
         8         39      12       1	    777         848
         8         40      12       1	    777         817

         8         41      12       1	    777         827
         8         42      12       1	    777         804
         8         43      12       1	    777         853
         8         44      12       1	    777         798
         8         45      12       1	    777         826
         8         46      12       1	    777         837
         8         47      13       1	    777         799
         8         48      13       1	    777         813

         8         49      13       1	    777         816
         8         50      13       1	    777         817
         8         51      13       1	    777         886
         8         52      13       1	    777         803
         8         53      13       1	    777         805
         8         54      13       1	    777         789
         8         55      14       1	    777         789
         8         56      14       1	    777         813

         8         57      14       1	    777         846
         8         58      14       1	    777         782
         8         59      14       1	    777         782
         8         60      14       1	    777         864
         8         NA               	     NA	               
         8         NA               	     NA	        
         8         NA               	     NA	        
         8         NA               	     NA	        

         9          1       1        8	  886         955
         9          2       2        8	  886         953
         9          3       3        4	  886         960
         9          4       3        4	  886         957
         9          5       4        4    886         932
         9          6       4        4	  886         952
         9          7       5        4	  886         977
         9          8       5        4	  886         966

         9          9       6        4	  886         907 
         9         10       6        4	  886         955
         9         11       7        4	  886         954
         9         12       7        4	  886         909
         9         13       8        4	  886         974
         9         14       8        4	  886         982
         9         15       9        2	  886         936
         9         16       9        2	  886         999

         9         17       9        2	  886         955
         9         18       9        1	  886         932
         9         19       9        1	  886         906
         9         20      10        1    886         912
         9         21      10        1    886         913
         9         22      10        1    886         921
         9         23      10        1    886         937
         9         24      10        1    886         953
													    
         9         25      10        1	  886         949
         9         26      10        1	  886         892
         9         27      10        1	  886         921
         9         28      11        1	  886         939
         9         29      11        1	  886         959
         9         30      11        1	  886         941
         9         31      11        1	  886         951
         9         32      11        1	  886         902

         9         33      11        1	  886         921
         9         34      11        1	  886         891
         9         35      11        1	  886         967
         9         36      12        1	  886         937
         9         37      12        1	  886         961
         9         38      12        1	  886         952
         9         39      12        1	  886         926
         9         40      12        1	  886         925

         9         41      12        1	  886         955
         9         42      12        1	  886         955
         9         43      12        1	  886         918
         9         44      13        1	  886         932
         9         45      13        1	  886         930
         9         46      13        1	  886         934
         9         47      13        1	  886         944
         9         48      13        1	  886         950

         9         49      13        1	  886         925
         9         50      13        1	  886         942
         9         51      13        1	  886         911
         9         52      14        1	  886         921
         9         53      14        1	  886         955
         9         54      14        1	  886         913
         9         55      14        1	  886         939
         9         56      14        1	  886         919

         9         57      14        1	  886         931
         9         58      14        1	  886         924
         9         59      14        1	  886        1002
         9         60      15        1	  886         916
         9         NA               	     NA	        
         9         NA               	     NA	        
         9         NA               	     NA	        
         9         NA               	     NA	        

        10          1       1        4    999        1022 
        10          2       1        4    999        1044
        10          3       2        4    999        1070
        10          4       2        4    999        1078
        10          5       3        4    999        1052
        10          6       3        4    999        1037
        10          7       4        4    999        1088
        10          8       4        4    999        1105

        10          9       5        2	  999        1030
        10         10       5        2	  999        1030
        10         11       5        2	  999        1036    
        10         12       5        2	  999        1052
        10         13       6        2	  999        1114
        10         14       6        2	  999        1114
        10         15       6        1	  999        1036
        10         16       6        1	  999        1044

        10         17       6        1 	  999        1017       
        10         18       6        1	  999        1025	       
        10         19       7        1	  999        1037
        10         20       7        1	  999        1067
        10         21       7        1	  999        1072
        10         22       7        1	  999        1067
        10         23       7        1	  999        1003
        10         24       7        1	  999        1059

        10         25       7        1	  999        1032
        10         26       7        1	  999        1052
        10         27       8        1	  999        1015
        10         28       8        1	  999        1003
        10         29       8        1	  999        1039
        10         30       8        1	  999        1070
        10         31       8        1	  999        1027
        10         32       8        1	  999        1050

        10         33       8        1	  999        1036
        10         34       8        1	  999        1057
        10         35       9        1	  999        1052
        10         36       9        1	  999        1046
        10         37       9        1	  999        1051
        10         38       9        1	  999        1054
        10         39       9        1	  999        1050
        10         40       9        1	  999        1071

        10         41       9        1	  999        1045
        10         42       9        1	  999        1062
        10         43      10        1	  999        1024
        10         44      10        1	  999        1077
        10         45      10        1	  999        1070
        10         46      10        1	  999        1022
        10         47      10        1	  999        1050
        10         48      10        1	  999        1082

        10         49      10        1	  999        1019
        10         50      10        1	  999        1030
        10         51      11        1	  999        1042
        10         52      11        1	  999        1035
        10         53      11        1	  999        1034
        10         54      11        1	  999        1043
        10         55      11        1	  999        1114
        10         56      11        1	  999        1026

        10         57      11        1	  999        1008
        10         58      11        1	  999        1014
        10         59      12        1	  999        1041
        10         60      12        1	  999        1004
        10         NA               	     NA        
        10         NA               	     NA        
        10         NA               	     NA        
        10         NA               	     NA        
