taskId time jobId jobSize runtime user peer TraceID Cluster.IAT Cluster.RT
7039 17140 7 60 1850 1 1 jonquera-ga-8-cores C5 C4
7040 17140 7 60 1580 1 1 jonquera-ga-8-cores C5 C4
7041 17140 7 60 630 1 1 jonquera-ga-8-cores C5 C4
7042 17140 7 60 1380 1 1 jonquera-ga-8-cores C5 C4
7043 17140 7 60 1140 1 1 jonquera-ga-8-cores C5 C4
7044 17140 7 60 460 1 1 jonquera-ga-8-cores C5 C4
7045 17140 7 60 2050 1 1 jonquera-ga-8-cores C5 C4
7046 17140 7 60 520 1 1 jonquera-ga-8-cores C5 C4
7047 17140 7 60 1540 1 1 jonquera-ga-8-cores C5 C4
7048 17140 7 60 2190 1 1 jonquera-ga-8-cores C5 C4
7049 17140 7 60 770 1 1 jonquera-ga-8-cores C5 C4
7050 17140 7 60 1680 1 1 jonquera-ga-8-cores C5 C4
7051 17140 7 60 520 1 1 jonquera-ga-8-cores C5 C4
7052 17140 7 60 2250 1 1 jonquera-ga-8-cores C5 C4
7053 17140 7 60 1010 1 1 jonquera-ga-8-cores C5 C4
7054 17140 7 60 310 1 1 jonquera-ga-8-cores C5 C4
7055 17140 7 60 950 1 1 jonquera-ga-8-cores C5 C4
7056 17140 7 60 570 1 1 jonquera-ga-8-cores C5 C4
7057 17140 7 60 1140 1 1 jonquera-ga-8-cores C5 C4
7058 17140 7 60 380 1 1 jonquera-ga-8-cores C5 C4
7059 17140 7 60 520 1 1 jonquera-ga-8-cores C5 C4
7060 17140 7 60 1220 1 1 jonquera-ga-8-cores C5 C4
8001 20490 8 60 2640 1 1 jonquera-ga-8-cores C5 C4
8002 20490 8 60 460 1 1 jonquera-ga-8-cores C5 C4
8003 20490 8 60 300 1 1 jonquera-ga-8-cores C5 C4
8004 20490 8 60 1790 1 1 jonquera-ga-8-cores C5 C4
8005 20490 8 60 810 1 1 jonquera-ga-8-cores C5 C4
8006 20490 8 60 430 1 1 jonquera-ga-8-cores C5 C4
8007 20490 8 60 1260 1 1 jonquera-ga-8-cores C5 C4
8008 20490 8 60 670 1 1 jonquera-ga-8-cores C5 C4
8009 20490 8 60 1290 1 1 jonquera-ga-8-cores C5 C4
8010 20490 8 60 670 1 1 jonquera-ga-8-cores C5 C4
8011 20490 8 60 1140 1 1 jonquera-ga-8-cores C5 C4
8012 20490 8 60 500 1 1 jonquera-ga-8-cores C5 C4
8013 20490 8 60 1830 1 1 jonquera-ga-8-cores C5 C4
8014 20490 8 60 500 1 1 jonquera-ga-8-cores C5 C4
8015 20490 8 60 690 1 1 jonquera-ga-8-cores C5 C4
8016 20490 8 60 390 1 1 jonquera-ga-8-cores C5 C4
8017 20490 8 60 590 1 1 jonquera-ga-8-cores C5 C4
8018 20490 8 60 410 1 1 jonquera-ga-8-cores C5 C4
8019 20490 8 60 1420 1 1 jonquera-ga-8-cores C5 C4
8020 20490 8 60 500 1 1 jonquera-ga-8-cores C5 C4
8021 20490 8 60 410 1 1 jonquera-ga-8-cores C5 C4
8022 20490 8 60 2080 1 1 jonquera-ga-8-cores C5 C4
8023 20490 8 60 1390 1 1 jonquera-ga-8-cores C5 C4
8024 20490 8 60 1390 1 1 jonquera-ga-8-cores C5 C4
8025 20490 8 60 3200 1 1 jonquera-ga-8-cores C5 C4
8026 20490 8 60 1310 1 1 jonquera-ga-8-cores C5 C4
8027 20490 8 60 530 1 1 jonquera-ga-8-cores C5 C4
8028 20490 8 60 1290 1 1 jonquera-ga-8-cores C5 C4
8029 20490 8 60 390 1 1 jonquera-ga-8-cores C5 C4
8030 20490 8 60 1330 1 1 jonquera-ga-8-cores C5 C4
8031 20490 8 60 630 1 1 jonquera-ga-8-cores C5 C4
8032 20490 8 60 1240 1 1 jonquera-ga-8-cores C5 C4
8033 20490 8 60 690 1 1 jonquera-ga-8-cores C5 C4
8034 20490 8 60 1220 1 1 jonquera-ga-8-cores C5 C4
8035 20490 8 60 650 1 1 jonquera-ga-8-cores C5 C4
8036 20490 8 60 390 1 1 jonquera-ga-8-cores C5 C4
8037 20490 8 60 1350 1 1 jonquera-ga-8-cores C5 C4
8038 20490 8 60 730 1 1 jonquera-ga-8-cores C5 C4
8039 20490 8 60 1260 1 1 jonquera-ga-8-cores C5 C4
8040 20490 8 60 460 1 1 jonquera-ga-8-cores C5 C4
8041 20490 8 60 1350 1 1 jonquera-ga-8-cores C5 C4
8042 20490 8 60 500 1 1 jonquera-ga-8-cores C5 C4
8043 20490 8 60 1980 1 1 jonquera-ga-8-cores C5 C4
8044 20490 8 60 2340 1 1 jonquera-ga-8-cores C5 C4
8045 20490 8 60 570 1 1 jonquera-ga-8-cores C5 C4
8046 20490 8 60 940 1 1 jonquera-ga-8-cores C5 C4
8047 20490 8 60 2200 1 1 jonquera-ga-8-cores C5 C4
8048 20490 8 60 1070 1 1 jonquera-ga-8-cores C5 C4
8049 20490 8 60 330 1 1 jonquera-ga-8-cores C5 C4
8050 20490 8 60 900 1 1 jonquera-ga-8-cores C5 C4
8051 20490 8 60 1490 1 1 jonquera-ga-8-cores C5 C4
8052 20490 8 60 940 1 1 jonquera-ga-8-cores C5 C4
8053 20490 8 60 1550 1 1 jonquera-ga-8-cores C5 C4
8054 20490 8 60 1140 1 1 jonquera-ga-8-cores C5 C4
8055 20490 8 60 870 1 1 jonquera-ga-8-cores C5 C4
8056 20490 8 60 920 1 1 jonquera-ga-8-cores C5 C4
8057 20490 8 60 570 1 1 jonquera-ga-8-cores C5 C4
8058 20490 8 60 1220 1 1 jonquera-ga-8-cores C5 C4
8059 20490 8 60 240 1 1 jonquera-ga-8-cores C5 C4
8060 20490 8 60 2810 1 1 jonquera-ga-8-cores C5 C4
9001 23710 9 60 360 1 1 jonquera-ga-8-cores C5 C4
9002 23710 9 60 1210 1 1 jonquera-ga-8-cores C5 C4
9003 23710 9 60 1250 1 1 jonquera-ga-8-cores C5 C4
9004 23710 9 60 1230 1 1 jonquera-ga-8-cores C5 C4
9005 23710 9 60 3170 1 1 jonquera-ga-8-cores C5 C4
9006 23710 9 60 360 1 1 jonquera-ga-8-cores C5 C4
9007 23710 9 60 1140 1 1 jonquera-ga-8-cores C5 C4
9008 23710 9 60 400 1 1 jonquera-ga-8-cores C5 C4
9009 23710 9 60 590 1 1 jonquera-ga-8-cores C5 C4
9010 23710 9 60 740 1 1 jonquera-ga-8-cores C5 C4
9011 23710 9 60 720 1 1 jonquera-ga-8-cores C5 C4
9012 23710 9 60 2040 1 1 jonquera-ga-8-cores C5 C4
9013 23710 9 60 1890 1 1 jonquera-ga-8-cores C5 C4
9014 23710 9 60 1890 1 1 jonquera-ga-8-cores C5 C4
9015 23710 9 60 380 1 1 jonquera-ga-8-cores C5 C4
9016 23710 9 60 1480 1 1 jonquera-ga-8-cores C5 C4
9017 23710 9 60 720 1 1 jonquera-ga-8-cores C5 C4
9018 23710 9 60 820 1 1 jonquera-ga-8-cores C5 C4
9019 23710 9 60 640 1 1 jonquera-ga-8-cores C5 C4
9020 23710 9 60 760 1 1 jonquera-ga-8-cores C5 C4
9021 23710 9 60 720 1 1 jonquera-ga-8-cores C5 C4
9022 23710 9 60 1100 1 1 jonquera-ga-8-cores C5 C4
9023 23710 9 60 430 1 1 jonquera-ga-8-cores C5 C4
9024 23710 9 60 1690 1 1 jonquera-ga-8-cores C5 C4
9025 23710 9 60 2000 1 1 jonquera-ga-8-cores C5 C4
9026 23710 9 60 1450 1 1 jonquera-ga-8-cores C5 C4
9027 23710 9 60 820 1 1 jonquera-ga-8-cores C5 C4
9028 23710 9 60 890 1 1 jonquera-ga-8-cores C5 C4
9029 23710 9 60 700 1 1 jonquera-ga-8-cores C5 C4
9030 23710 9 60 470 1 1 jonquera-ga-8-cores C5 C4
9031 23710 9 60 470 1 1 jonquera-ga-8-cores C5 C4
9032 23710 9 60 740 1 1 jonquera-ga-8-cores C5 C4
9033 23710 9 60 490 1 1 jonquera-ga-8-cores C5 C4
9034 23710 9 60 360 1 1 jonquera-ga-8-cores C5 C4
9035 23710 9 60 1120 1 1 jonquera-ga-8-cores C5 C4
9036 23710 9 60 1670 1 1 jonquera-ga-8-cores C5 C4
9037 23710 9 60 1290 1 1 jonquera-ga-8-cores C5 C4
9038 23710 9 60 510 1 1 jonquera-ga-8-cores C5 C4
9039 23710 9 60 2540 1 1 jonquera-ga-8-cores C5 C4
9040 23710 9 60 1160 1 1 jonquera-ga-8-cores C5 C4
9041 23710 9 60 340 1 1 jonquera-ga-8-cores C5 C4
9042 23710 9 60 1400 1 1 jonquera-ga-8-cores C5 C4
9043 23710 9 60 1080 1 1 jonquera-ga-8-cores C5 C4
9044 23710 9 60 320 1 1 jonquera-ga-8-cores C5 C4
9045 23710 9 60 1270 1 1 jonquera-ga-8-cores C5 C4
9046 23710 9 60 1190 1 1 jonquera-ga-8-cores C5 C4
9047 23710 9 60 400 1 1 jonquera-ga-8-cores C5 C4
9048 23710 9 60 400 1 1 jonquera-ga-8-cores C5 C4
9049 23710 9 60 1450 1 1 jonquera-ga-8-cores C5 C4
9050 23710 9 60 320 1 1 jonquera-ga-8-cores C5 C4
9051 23710 9 60 1000 1 1 jonquera-ga-8-cores C5 C4
9052 23710 9 60 1710 1 1 jonquera-ga-8-cores C5 C4
9053 23710 9 60 1450 1 1 jonquera-ga-8-cores C5 C4
9054 23710 9 60 1480 1 1 jonquera-ga-8-cores C5 C4
9055 23710 9 60 1540 1 1 jonquera-ga-8-cores C5 C4
9056 23710 9 60 2050 1 1 jonquera-ga-8-cores C5 C4
9057 23710 9 60 1520 1 1 jonquera-ga-8-cores C5 C4
9058 23710 9 60 640 1 1 jonquera-ga-8-cores C5 C4
9059 23710 9 60 1500 1 1 jonquera-ga-8-cores C5 C4
9060 23710 9 60 1910 1 1 jonquera-ga-8-cores C5 C4
10001 26890 10 60 500 1 1 jonquera-ga-8-cores C5 C4
10002 26890 10 60 790 1 1 jonquera-ga-8-cores C5 C4
10003 26890 10 60 400 1 1 jonquera-ga-8-cores C5 C4
10004 26890 10 60 1680 1 1 jonquera-ga-8-cores C5 C4
10005 26890 10 60 1700 1 1 jonquera-ga-8-cores C5 C4
10006 26890 10 60 520 1 1 jonquera-ga-8-cores C5 C4
10007 26890 10 60 850 1 1 jonquera-ga-8-cores C5 C4
10008 26890 10 60 2030 1 1 jonquera-ga-8-cores C5 C4
10009 26890 10 60 900 1 1 jonquera-ga-8-cores C5 C4
10010 26890 10 60 500 1 1 jonquera-ga-8-cores C5 C4
10011 26890 10 60 2030 1 1 jonquera-ga-8-cores C5 C4
10012 26890 10 60 2750 1 1 jonquera-ga-8-cores C5 C4
10013 26890 10 60 690 1 1 jonquera-ga-8-cores C5 C4
10014 26890 10 60 1600 1 1 jonquera-ga-8-cores C5 C4
10015 26890 10 60 480 1 1 jonquera-ga-8-cores C5 C4
10016 26890 10 60 780 1 1 jonquera-ga-8-cores C5 C4
10017 26890 10 60 1560 1 1 jonquera-ga-8-cores C5 C4
10018 26890 10 60 850 1 1 jonquera-ga-8-cores C5 C4
10019 26890 10 60 480 1 1 jonquera-ga-8-cores C5 C4
10020 26890 10 60 2560 1 1 jonquera-ga-8-cores C5 C4
10021 26890 10 60 360 1 1 jonquera-ga-8-cores C5 C4
10022 26890 10 60 2540 1 1 jonquera-ga-8-cores C5 C4
10023 26890 10 60 570 1 1 jonquera-ga-8-cores C5 C4
10024 26890 10 60 480 1 1 jonquera-ga-8-cores C5 C4
10025 26890 10 60 1890 1 1 jonquera-ga-8-cores C5 C4
10026 26890 10 60 2640 1 1 jonquera-ga-8-cores C5 C4
10027 26890 10 60 3010 1 1 jonquera-ga-8-cores C5 C4
10028 26890 10 60 740 1 1 jonquera-ga-8-cores C5 C4
10029 26890 10 60 630 1 1 jonquera-ga-8-cores C5 C4
10030 26890 10 60 590 1 1 jonquera-ga-8-cores C5 C4
10031 26890 10 60 1660 1 1 jonquera-ga-8-cores C5 C4
10032 26890 10 60 1200 1 1 jonquera-ga-8-cores C5 C4
10033 26890 10 60 2160 1 1 jonquera-ga-8-cores C5 C4
10034 26890 10 60 1070 1 1 jonquera-ga-8-cores C5 C4
10035 26890 10 60 810 1 1 jonquera-ga-8-cores C5 C4
10036 26890 10 60 310 1 1 jonquera-ga-8-cores C5 C4
10037 26890 10 60 590 1 1 jonquera-ga-8-cores C5 C4
10038 26890 10 60 830 1 1 jonquera-ga-8-cores C5 C4
10039 26890 10 60 1990 1 1 jonquera-ga-8-cores C5 C4
10040 26890 10 60 1580 1 1 jonquera-ga-8-cores C5 C4
10041 26890 10 60 400 1 1 jonquera-ga-8-cores C5 C4
10042 26890 10 60 2070 1 1 jonquera-ga-8-cores C5 C4
10043 26890 10 60 1160 1 1 jonquera-ga-8-cores C5 C4
10044 26890 10 60 380 1 1 jonquera-ga-8-cores C5 C4
10045 26890 10 60 1240 1 1 jonquera-ga-8-cores C5 C4
10046 26890 10 60 1790 1 1 jonquera-ga-8-cores C5 C4
10047 26890 10 60 520 1 1 jonquera-ga-8-cores C5 C4
10048 26890 10 60 310 1 1 jonquera-ga-8-cores C5 C4
10049 26890 10 60 990 1 1 jonquera-ga-8-cores C5 C4
10050 26890 10 60 790 1 1 jonquera-ga-8-cores C5 C4
10051 26890 10 60 590 1 1 jonquera-ga-8-cores C5 C4
10052 26890 10 60 650 1 1 jonquera-ga-8-cores C5 C4
10053 26890 10 60 1460 1 1 jonquera-ga-8-cores C5 C4
10054 26890 10 60 3690 1 1 jonquera-ga-8-cores C5 C4
10055 26890 10 60 1770 1 1 jonquera-ga-8-cores C5 C4
10056 26890 10 60 1770 1 1 jonquera-ga-8-cores C5 C4
10057 26890 10 60 1790 1 1 jonquera-ga-8-cores C5 C4
10058 26890 10 60 850 1 1 jonquera-ga-8-cores C5 C4
10059 26890 10 60 3690 1 1 jonquera-ga-8-cores C5 C4
10060 26890 10 60 420 1 1 jonquera-ga-8-cores C5 C4
