taskId time jobId jobSize runtime user peer TraceID Cluster.IAT Cluster.RT
 201643  90288   71  9843 2229   8   8 gwa-t10 C2 C2
 201644  90288   71  9843  645   8   8 gwa-t10 C2 C2
 201645  90288   71  9843 1429   8   8 gwa-t10 C2 C2
 201646  90288   71  9843 1590   8   8 gwa-t10 C2 C2
 201647  90288   71  9843 2993   8   8 gwa-t10 C2 C2
 201648  90288   71  9843 3419   8   8 gwa-t10 C2 C2
 201649  90288   71  9843  369   8   8 gwa-t10 C2 C2
 201650  90288   71  9843  472   8   8 gwa-t10 C2 C2
 201651  90288   71  9843 1575   8   8 gwa-t10 C2 C2
 201652  90288   71  9843 3398   8   8 gwa-t10 C2 C2
 201653  90288   71  9843 3171   8   8 gwa-t10 C2 C2
 201654  90288   71  9843 2042   8   8 gwa-t10 C2 C2
 201655  90288   71  9843 3405   8   8 gwa-t10 C2 C2
 201656  90288   71  9843  264   8   8 gwa-t10 C2 C2
 201657  90288   71  9843  715   8   8 gwa-t10 C2 C2
 201658  90288   71  9843 1721   8   8 gwa-t10 C2 C2
 201659  90288   71  9843 3196   8   8 gwa-t10 C2 C2
 201660  90288   71  9843 3041   8   8 gwa-t10 C2 C2
 201661  90288   71  9843 2223   8   8 gwa-t10 C2 C2
 201662  90288   71  9843 1770   8   8 gwa-t10 C2 C2
 201663  90288   71  9843 3938   8   8 gwa-t10 C2 C2
 201664  90288   71  9843 1819   8   8 gwa-t10 C2 C2
 201665  90288   71  9843 3149   8   8 gwa-t10 C2 C2
 201666  90288   71  9843   15   8   8 gwa-t10 C2 C2
 201667  90288   71  9843 2654   8   8 gwa-t10 C2 C2
 201668  90288   71  9843 2417   8   8 gwa-t10 C2 C2
 201669  90288   71  9843 1882   8   8 gwa-t10 C2 C2
 201670  90288   71  9843 2874   8   8 gwa-t10 C2 C2
 201671  90288   71  9843 4472   8   8 gwa-t10 C2 C2
 201672  90288   71  9843  262   8   8 gwa-t10 C2 C2
 201673  90288   71  9843 3971   8   8 gwa-t10 C2 C2
 201674  90288   71  9843 2815   8   8 gwa-t10 C2 C2
 201675  90288   71  9843 3835   8   8 gwa-t10 C2 C2
 201676  90288   71  9843 2277   8   8 gwa-t10 C2 C2
 201677  90288   71  9843 4798   8   8 gwa-t10 C2 C2
 201678  90288   71  9843 2173   8   8 gwa-t10 C2 C2
 201679  90288   71  9843 1007   8   8 gwa-t10 C2 C2
 201680  90288   71  9843 3678   8   8 gwa-t10 C2 C2
 201681  90288   71  9843 1287   8   8 gwa-t10 C2 C2
 201682  90288   71  9843 3198   8   8 gwa-t10 C2 C2
 201683  90288   71  9843 3160   8   8 gwa-t10 C2 C2
 201684  90288   71  9843 1247   8   8 gwa-t10 C2 C2
 201685  90288   71  9843 3663   8   8 gwa-t10 C2 C2
 201686  90288   71  9843 3303   8   8 gwa-t10 C2 C2
 201687  90288   71  9843 3868   8   8 gwa-t10 C2 C2
 201688  90288   71  9843 4146   8   8 gwa-t10 C2 C2
 201689  90288   71  9843 1057   8   8 gwa-t10 C2 C2
 201690  90288   71  9843 1546   8   8 gwa-t10 C2 C2
 201691  90288   71  9843 3116   8   8 gwa-t10 C2 C2
 201692  90288   71  9843 1812   8   8 gwa-t10 C2 C2
 201693  90288   71  9843 6034   8   8 gwa-t10 C2 C2
 201694  90288   71  9843 2449   8   8 gwa-t10 C2 C2
 201695  90288   71  9843 2862   8   8 gwa-t10 C2 C2
 201696  90288   71  9843 3565   8   8 gwa-t10 C2 C2
 201697  90288   71  9843 3901   8   8 gwa-t10 C2 C2
 201698  90288   71  9843  647   8   8 gwa-t10 C2 C2
 201699  90288   71  9843 3901   8   8 gwa-t10 C2 C2
 201700  90288   71  9843 1966   8   8 gwa-t10 C2 C2
 201701  90288   71  9843 1504   8   8 gwa-t10 C2 C2
 201702  90288   71  9843 2596   8   8 gwa-t10 C2 C2
 201703  90288   71  9843 2408   8   8 gwa-t10 C2 C2
 201704  90288   71  9843 3605   8   8 gwa-t10 C2 C2
 201705  90288   71  9843 2435   8   8 gwa-t10 C2 C2
 201706  90288   71  9843 4152   8   8 gwa-t10 C2 C2
 201707  90288   71  9843  763   8   8 gwa-t10 C2 C2
 201708  90288   71  9843 1882   8   8 gwa-t10 C2 C2
 201709  90288   71  9843 2258   8   8 gwa-t10 C2 C2
 201710  90288   71  9843 2209   8   8 gwa-t10 C2 C2
 201711  90288   71  9843 5597   8   8 gwa-t10 C2 C2
 201712  90288   71  9843  329   8   8 gwa-t10 C2 C2
 201713  90288   71  9843  233   8   8 gwa-t10 C2 C2
 201714  90288   71  9843  682   8   8 gwa-t10 C2 C2
 201715  90288   71  9843  858   8   8 gwa-t10 C2 C2
 201716  90288   71  9843 3602   8   8 gwa-t10 C2 C2
 201717  90288   71  9843 1062   8   8 gwa-t10 C2 C2
 201718  90288   71  9843 1026   8   8 gwa-t10 C2 C2
 201719  90288   71  9843 2970   8   8 gwa-t10 C2 C2
 201720  90288   71  9843 2328   8   8 gwa-t10 C2 C2
 201721  90288   71  9843 2318   8   8 gwa-t10 C2 C2
 201722  90288   71  9843 1340   8   8 gwa-t10 C2 C2
 201723  90288   71  9843 3206   8   8 gwa-t10 C2 C2
 201724  90288   71  9843  843   8   8 gwa-t10 C2 C2
 201725  90288   71  9843 2451   8   8 gwa-t10 C2 C2
 201726  90288   71  9843 2402   8   8 gwa-t10 C2 C2
 201727  90288   71  9843 2116   8   8 gwa-t10 C2 C2
 201728  90288   71  9843  155   8   8 gwa-t10 C2 C2
 201729  90288   71  9843  979   8   8 gwa-t10 C2 C2
 201730  90288   71  9843 2987   8   8 gwa-t10 C2 C2
 201731  90288   71  9843   97   8   8 gwa-t10 C2 C2
 201732  90288   71  9843 3574   8   8 gwa-t10 C2 C2
 201733  90288   71  9843 6094   8   8 gwa-t10 C2 C2
 201734  90288   71  9843 3584   8   8 gwa-t10 C2 C2
 201735  90288   71  9843 1758   8   8 gwa-t10 C2 C2
 201736  90288   71  9843 4114   8   8 gwa-t10 C2 C2
 201737  90288   71  9843 4565   8   8 gwa-t10 C2 C2
 201738  90288   71  9843 3843   8   8 gwa-t10 C2 C2
 201739  90288   71  9843 4555   8   8 gwa-t10 C2 C2
 201740  90288   71  9843 1404   8   8 gwa-t10 C2 C2
 201741  90288   71  9843  860   8   8 gwa-t10 C2 C2
 201742  90288   71  9843   58   8   8 gwa-t10 C2 C2
 201743  90288   71  9843 2138   8   8 gwa-t10 C2 C2
 201744  90288   71  9843 4361   8   8 gwa-t10 C2 C2
 201745  90288   71  9843 4676   8   8 gwa-t10 C2 C2
 201746  90288   71  9843 1893   8   8 gwa-t10 C2 C2
 201747  90288   71  9843 3192   8   8 gwa-t10 C2 C2
 201748  90288   71  9843 5265   8   8 gwa-t10 C2 C2
 201749  90288   71  9843 2302   8   8 gwa-t10 C2 C2
 201750  90288   71  9843  744   8   8 gwa-t10 C2 C2
 201751  90288   71  9843 3215   8   8 gwa-t10 C2 C2
 201752  90288   71  9843  945   8   8 gwa-t10 C2 C2
 201753  90288   71  9843  800   8   8 gwa-t10 C2 C2
 201754  90288   71  9843 3002   8   8 gwa-t10 C2 C2
 201755  90288   71  9843 3536   8   8 gwa-t10 C2 C2
 201756  90288   71  9843 6754   8   8 gwa-t10 C2 C2
 201757  90288   71  9843 3069   8   8 gwa-t10 C2 C2
 201758  90288   71  9843 1107   8   8 gwa-t10 C2 C2
 201759  90288   71  9843 4003   8   8 gwa-t10 C2 C2
 201760  90288   71  9843 1077   8   8 gwa-t10 C2 C2
 201761  90288   71  9843  107   8   8 gwa-t10 C2 C2
 201762  90288   71  9843 3367   8   8 gwa-t10 C2 C2
 201763  90288   71  9843 2813   8   8 gwa-t10 C2 C2
 201764  90288   71  9843 3238   8   8 gwa-t10 C2 C2
 201765  90288   71  9843 1324   8   8 gwa-t10 C2 C2
 201766  90288   71  9843  897   8   8 gwa-t10 C2 C2
 201767  90288   71  9843 4586   8   8 gwa-t10 C2 C2
 201768  90288   71  9843 4551   8   8 gwa-t10 C2 C2
 201769  90288   71  9843 4426   8   8 gwa-t10 C2 C2
 201770  90288   71  9843   89   8   8 gwa-t10 C2 C2
 201771  90288   71  9843 2063   8   8 gwa-t10 C2 C2
 201772  90288   71  9843 2427   8   8 gwa-t10 C2 C2
 201773  90288   71  9843 1681   8   8 gwa-t10 C2 C2
 201774  90288   71  9843 4837   8   8 gwa-t10 C2 C2
 201775  90288   71  9843 3037   8   8 gwa-t10 C2 C2
 201776  90288   71  9843 2062   8   8 gwa-t10 C2 C2
 201777  90288   71  9843  564   8   8 gwa-t10 C2 C2
 201778  90288   71  9843 4207   8   8 gwa-t10 C2 C2
 201779  90288   71  9843  342   8   8 gwa-t10 C2 C2
 201780  90288   71  9843 4603   8   8 gwa-t10 C2 C2
 201781  90288   71  9843 4553   8   8 gwa-t10 C2 C2
 201782  90288   71  9843 2747   8   8 gwa-t10 C2 C2
 201783  90288   71  9843 3673   8   8 gwa-t10 C2 C2
 201784  90288   71  9843 3881   8   8 gwa-t10 C2 C2
 201785  90288   71  9843 2519   8   8 gwa-t10 C2 C2
 201786  90288   71  9843 3301   8   8 gwa-t10 C2 C2
 201787  90288   71  9843 3366   8   8 gwa-t10 C2 C2
 201788  90288   71  9843 2784   8   8 gwa-t10 C2 C2
 201789  90288   71  9843 2946   8   8 gwa-t10 C2 C2
 201790  90288   71  9843  948   8   8 gwa-t10 C2 C2
 201791  90288   71  9843  689   8   8 gwa-t10 C2 C2
 201792  90288   71  9843 2654   8   8 gwa-t10 C2 C2
 201793  90288   71  9843 2628   8   8 gwa-t10 C2 C2
 201794  90288   71  9843 3298   8   8 gwa-t10 C2 C2
 201795  90288   71  9843 5701   8   8 gwa-t10 C2 C2
 201796  90288   71  9843 2636   8   8 gwa-t10 C2 C2
 201797  90288   71  9843 2158   8   8 gwa-t10 C2 C2
 201798  90288   71  9843 3388   8   8 gwa-t10 C2 C2
 201799  90288   71  9843 3521   8   8 gwa-t10 C2 C2
 201800  90288   71  9843 3325   8   8 gwa-t10 C2 C2
 201801  90288   71  9843 1741   8   8 gwa-t10 C2 C2
 201802  90288   71  9843 2291   8   8 gwa-t10 C2 C2
 201803  90288   71  9843 1869   8   8 gwa-t10 C2 C2
 201804  90288   71  9843 1423   8   8 gwa-t10 C2 C2
 201805  90288   71  9843 2509   8   8 gwa-t10 C2 C2
 201806  90288   71  9843  723   8   8 gwa-t10 C2 C2
 201807  90288   71  9843 3536   8   8 gwa-t10 C2 C2
 201808  90288   71  9843 2671   8   8 gwa-t10 C2 C2
 201809  90288   71  9843 1942   8   8 gwa-t10 C2 C2
 201810  90288   71  9843 2651   8   8 gwa-t10 C2 C2
 201811  90288   71  9843   95   8   8 gwa-t10 C2 C2
 201812  90288   71  9843 1671   8   8 gwa-t10 C2 C2
 201813  90288   71  9843 4794   8   8 gwa-t10 C2 C2
 201814  90288   71  9843 5857   8   8 gwa-t10 C2 C2
 201815  90288   71  9843 3971   8   8 gwa-t10 C2 C2
 201816  90288   71  9843 1723   8   8 gwa-t10 C2 C2
 201817  90288   71  9843 2858   8   8 gwa-t10 C2 C2
 201818  90288   71  9843 1300   8   8 gwa-t10 C2 C2
 201819  90288   71  9843  725   8   8 gwa-t10 C2 C2
 201820  90288   71  9843  337   8   8 gwa-t10 C2 C2
 201821  90288   71  9843  651   8   8 gwa-t10 C2 C2
 201822  90288   71  9843 3946   8   8 gwa-t10 C2 C2
 201823  90288   71  9843  839   8   8 gwa-t10 C2 C2
 201824  90288   71  9843 1043   8   8 gwa-t10 C2 C2
 201825  90288   71  9843 4441   8   8 gwa-t10 C2 C2
 201826  90288   71  9843 3612   8   8 gwa-t10 C2 C2
 201827  90288   71  9843  504   8   8 gwa-t10 C2 C2
 201828  90288   71  9843 4341   8   8 gwa-t10 C2 C2
 201829  90288   71  9843 4569   8   8 gwa-t10 C2 C2
 201830  90288   71  9843 5140   8   8 gwa-t10 C2 C2
 201831  90288   71  9843 5862   8   8 gwa-t10 C2 C2
 201832  90288   71  9843 1250   8   8 gwa-t10 C2 C2
 201833  90288   71  9843 2072   8   8 gwa-t10 C2 C2
 201834  90288   71  9843 4069   8   8 gwa-t10 C2 C2
 201835  90288   71  9843 3669   8   8 gwa-t10 C2 C2
 201836  90288   71  9843 4486   8   8 gwa-t10 C2 C2
 201837  90288   71  9843 2424   8   8 gwa-t10 C2 C2
 201838  90288   71  9843 4310   8   8 gwa-t10 C2 C2
 201839  90288   71  9843 2869   8   8 gwa-t10 C2 C2
 201840  90288   71  9843 5137   8   8 gwa-t10 C2 C2
 201841  90288   71  9843 2310   8   8 gwa-t10 C2 C2
 201842  90288   71  9843 1586   8   8 gwa-t10 C2 C2
 201843  90288   71  9843 4042   8   8 gwa-t10 C2 C2
 201844  90288   71  9843 3585   8   8 gwa-t10 C2 C2
 201845  90288   71  9843 4899   8   8 gwa-t10 C2 C2
 201846  90288   71  9843 2930   8   8 gwa-t10 C2 C2
 201847  90288   71  9843 5594   8   8 gwa-t10 C2 C2
 201848  90288   71  9843 3410   8   8 gwa-t10 C2 C2
 201849  90288   71  9843 2353   8   8 gwa-t10 C2 C2
 201850  90288   71  9843 2164   8   8 gwa-t10 C2 C2
 201851  90288   71  9843 1928   8   8 gwa-t10 C2 C2
 201852  90288   71  9843 2032   8   8 gwa-t10 C2 C2
 201853  90288   71  9843 1953   8   8 gwa-t10 C2 C2
 201854  90288   71  9843 3088   8   8 gwa-t10 C2 C2
 201855  90288   71  9843 4223   8   8 gwa-t10 C2 C2
 201856  90288   71  9843 4864   8   8 gwa-t10 C2 C2
 201857  90288   71  9843 1446   8   8 gwa-t10 C2 C2
 201858  90288   71  9843 3725   8   8 gwa-t10 C2 C2
 201859  90288   71  9843 2037   8   8 gwa-t10 C2 C2
 201860  90288   71  9843 3482   8   8 gwa-t10 C2 C2
 201861  90288   71  9843 2496   8   8 gwa-t10 C2 C2
 201862  90288   71  9843 2457   8   8 gwa-t10 C2 C2
 201863  90288   71  9843 1605   8   8 gwa-t10 C2 C2
 201864  90288   71  9843 1696   8   8 gwa-t10 C2 C2
 201865  90288   71  9843 6010   8   8 gwa-t10 C2 C2
 201866  90288   71  9843 3984   8   8 gwa-t10 C2 C2
 201867  90288   71  9843 2165   8   8 gwa-t10 C2 C2
 201868  90288   71  9843 1141   8   8 gwa-t10 C2 C2
 201869  90288   71  9843 1347   8   8 gwa-t10 C2 C2
 201870  90288   71  9843 1237   8   8 gwa-t10 C2 C2
 201871  90288   71  9843 4244   8   8 gwa-t10 C2 C2
 201872  90288   71  9843 3268   8   8 gwa-t10 C2 C2
 201873  90288   71  9843 3680   8   8 gwa-t10 C2 C2
 201874  90288   71  9843 4773   8   8 gwa-t10 C2 C2
 201875  90288   71  9843 3648   8   8 gwa-t10 C2 C2
 201876  90288   71  9843 2992   8   8 gwa-t10 C2 C2
 201877  90288   71  9843 2374   8   8 gwa-t10 C2 C2
 201878  90288   71  9843  271   8   8 gwa-t10 C2 C2
 201879  90288   71  9843 2033   8   8 gwa-t10 C2 C2
 201880  90288   71  9843   61   8   8 gwa-t10 C2 C2
 201881  90288   71  9843 3911   8   8 gwa-t10 C2 C2
 201882  90288   71  9843 2131   8   8 gwa-t10 C2 C2
 201883  90288   71  9843 3927   8   8 gwa-t10 C2 C2
 201884  90288   71  9843  661   8   8 gwa-t10 C2 C2
 201885  90288   71  9843 1876   8   8 gwa-t10 C2 C2
 201886  90288   71  9843 1516   8   8 gwa-t10 C2 C2
 201887  90288   71  9843  538   8   8 gwa-t10 C2 C2
 201888  90288   71  9843 3611   8   8 gwa-t10 C2 C2
 201889  90288   71  9843 2208   8   8 gwa-t10 C2 C2
 201890  90288   71  9843 1445   8   8 gwa-t10 C2 C2
 201891  90288   71  9843 2688   8   8 gwa-t10 C2 C2
 201892  90288   71  9843 1502   8   8 gwa-t10 C2 C2
 201893  90288   71  9843 2570   8   8 gwa-t10 C2 C2
 201894  90288   71  9843  146   8   8 gwa-t10 C2 C2
 201895  90288   71  9843 1952   8   8 gwa-t10 C2 C2
 201896  90288   71  9843 3873   8   8 gwa-t10 C2 C2
 201897  90288   71  9843 1288   8   8 gwa-t10 C2 C2
 201898  90288   71  9843 4208   8   8 gwa-t10 C2 C2
 201899  90288   71  9843 2564   8   8 gwa-t10 C2 C2
 201900  90288   71  9843  485   8   8 gwa-t10 C2 C2
 201901  90288   71  9843 3986   8   8 gwa-t10 C2 C2
 201902  90288   71  9843 4580   8   8 gwa-t10 C2 C2
 201903  90288   71  9843 5898   8   8 gwa-t10 C2 C2
 201904  90288   71  9843 1849   8   8 gwa-t10 C2 C2
 201905  90288   71  9843  840   8   8 gwa-t10 C2 C2
 201906  90288   71  9843 1667   8   8 gwa-t10 C2 C2
 201907  90288   71  9843 3930   8   8 gwa-t10 C2 C2
 201908  90288   71  9843 1196   8   8 gwa-t10 C2 C2
 201909  90288   71  9843  300   8   8 gwa-t10 C2 C2
 201910  90288   71  9843   20   8   8 gwa-t10 C2 C2
 201911  90288   71  9843 1692   8   8 gwa-t10 C2 C2
 201912  90288   71  9843 6144   8   8 gwa-t10 C2 C2
 201913  90288   71  9843 4063   8   8 gwa-t10 C2 C2
 201914  90288   71  9843 3346   8   8 gwa-t10 C2 C2
 201915  90288   71  9843 4250   8   8 gwa-t10 C2 C2
 201916  90288   71  9843  726   8   8 gwa-t10 C2 C2
 201917  90288   71  9843 3961   8   8 gwa-t10 C2 C2
 201918  90288   71  9843 4780   8   8 gwa-t10 C2 C2
 201919  90288   71  9843 4696   8   8 gwa-t10 C2 C2
 201920  90288   71  9843 2265   8   8 gwa-t10 C2 C2
 201921  90288   71  9843 2446   8   8 gwa-t10 C2 C2
 201922  90288   71  9843 2886   8   8 gwa-t10 C2 C2
 201923  90288   71  9843 4097   8   8 gwa-t10 C2 C2
 201924  90288   71  9843 4743   8   8 gwa-t10 C2 C2
 201925  90288   71  9843 5187   8   8 gwa-t10 C2 C2
 201926  90288   71  9843 4675   8   8 gwa-t10 C2 C2
 201927  90288   71  9843 2917   8   8 gwa-t10 C2 C2
 201928  90288   71  9843 1790   8   8 gwa-t10 C2 C2
 201929  90288   71  9843  857   8   8 gwa-t10 C2 C2
 201930  90288   71  9843 1456   8   8 gwa-t10 C2 C2
 201931  90288   71  9843 2416   8   8 gwa-t10 C2 C2
 201932  90288   71  9843 2673   8   8 gwa-t10 C2 C2
 201933  90288   71  9843 2241   8   8 gwa-t10 C2 C2
 201934  90288   71  9843 1917   8   8 gwa-t10 C2 C2
 201935  90288   71  9843 2091   8   8 gwa-t10 C2 C2
 201936  90288   71  9843 2658   8   8 gwa-t10 C2 C2
 201937  90288   71  9843 2039   8   8 gwa-t10 C2 C2
 201938  90288   71  9843  488   8   8 gwa-t10 C2 C2
 201939  90288   71  9843 3211   8   8 gwa-t10 C2 C2
 201940  90288   71  9843 2105   8   8 gwa-t10 C2 C2
 201941  90288   71  9843 2714   8   8 gwa-t10 C2 C2
 201942  90288   71  9843 2638   8   8 gwa-t10 C2 C2
 201943  90288   71  9843 2946   8   8 gwa-t10 C2 C2
 201944  90288   71  9843  457   8   8 gwa-t10 C2 C2
 201945  90288   71  9843 3464   8   8 gwa-t10 C2 C2
 201946  90288   71  9843 3055   8   8 gwa-t10 C2 C2
 201947  90288   71  9843 1892   8   8 gwa-t10 C2 C2
 201948  90288   71  9843 2726   8   8 gwa-t10 C2 C2
 201949  90288   71  9843 1038   8   8 gwa-t10 C2 C2
 201950  90288   71  9843  375   8   8 gwa-t10 C2 C2
 201951  90288   71  9843 2771   8   8 gwa-t10 C2 C2
 201952  90288   71  9843  185   8   8 gwa-t10 C2 C2
 201953  90288   71  9843 3918   8   8 gwa-t10 C2 C2
 201954  90288   71  9843 2124   8   8 gwa-t10 C2 C2
 201955  90288   71  9843 2921   8   8 gwa-t10 C2 C2
 201956  90288   71  9843 4053   8   8 gwa-t10 C2 C2
 201957  90288   71  9843 1152   8   8 gwa-t10 C2 C2
 201958  90288   71  9843 3392   8   8 gwa-t10 C2 C2
 201959  90288   71  9843 3302   8   8 gwa-t10 C2 C2
 201960  90288   71  9843 3462   8   8 gwa-t10 C2 C2
 201961  90288   71  9843 1406   8   8 gwa-t10 C2 C2
 201962  90288   71  9843 1461   8   8 gwa-t10 C2 C2
 201963  90288   71  9843  263   8   8 gwa-t10 C2 C2
 201964  90288   71  9843 2833   8   8 gwa-t10 C2 C2
 201965  90288   71  9843 2121   8   8 gwa-t10 C2 C2
 201966  90288   71  9843 3490   8   8 gwa-t10 C2 C2
 201967  90288   71  9843 1710   8   8 gwa-t10 C2 C2
 201968  90288   71  9843  965   8   8 gwa-t10 C2 C2
 201969  90288   71  9843 1764   8   8 gwa-t10 C2 C2
 201970  90288   71  9843 2097   8   8 gwa-t10 C2 C2
 201971  90288   71  9843 1546   8   8 gwa-t10 C2 C2
 201972  90288   71  9843  305   8   8 gwa-t10 C2 C2
 201973  90288   71  9843 3277   8   8 gwa-t10 C2 C2
 201974  90288   71  9843 2872   8   8 gwa-t10 C2 C2
 201975  90288   71  9843 4146   8   8 gwa-t10 C2 C2
 201976  90288   71  9843 2883   8   8 gwa-t10 C2 C2
 201977  90288   71  9843 6483   8   8 gwa-t10 C2 C2
 201978  90288   71  9843 1339   8   8 gwa-t10 C2 C2
 201979  90288   71  9843 2827   8   8 gwa-t10 C2 C2
 201980  90288   71  9843 5999   8   8 gwa-t10 C2 C2
 201981  90288   71  9843  708   8   8 gwa-t10 C2 C2
 201982  90288   71  9843 4329   8   8 gwa-t10 C2 C2
 201983  90288   71  9843 3593   8   8 gwa-t10 C2 C2
 201984  90288   71  9843 2434   8   8 gwa-t10 C2 C2
 201985  90288   71  9843   58   8   8 gwa-t10 C2 C2
 201986  90288   71  9843  202   8   8 gwa-t10 C2 C2
 201987  90288   71  9843 3336   8   8 gwa-t10 C2 C2
 201988  90288   71  9843 2283   8   8 gwa-t10 C2 C2
 201989  90288   71  9843 1804   8   8 gwa-t10 C2 C2
 201990  90288   71  9843 2351   8   8 gwa-t10 C2 C2
 201991  90288   71  9843 6610   8   8 gwa-t10 C2 C2
 201992  90288   71  9843 3891   8   8 gwa-t10 C2 C2
 201993  90288   71  9843  762   8   8 gwa-t10 C2 C2
 201994  90288   71  9843 5080   8   8 gwa-t10 C2 C2
 201995  90288   71  9843 2366   8   8 gwa-t10 C2 C2
 201996  90288   71  9843 4577   8   8 gwa-t10 C2 C2
 201997  90288   71  9843 2294   8   8 gwa-t10 C2 C2
 201998  90288   71  9843 4603   8   8 gwa-t10 C2 C2
 201999  90288   71  9843 2047   8   8 gwa-t10 C2 C2
 202000  90288   71  9843 2878   8   8 gwa-t10 C2 C2
 202001  90288   71  9843 3916   8   8 gwa-t10 C2 C2
 202002  90288   71  9843 2510   8   8 gwa-t10 C2 C2
 202003  90288   71  9843 2943   8   8 gwa-t10 C2 C2
 202004  90288   71  9843 2864   8   8 gwa-t10 C2 C2
 202005  90288   71  9843 3449   8   8 gwa-t10 C2 C2
 202006  90288   71  9843 2163   8   8 gwa-t10 C2 C2
 202007  90288   71  9843 4377   8   8 gwa-t10 C2 C2
 202008  90288   71  9843 2900   8   8 gwa-t10 C2 C2
 202009  90288   71  9843 5149   8   8 gwa-t10 C2 C2
 202010  90288   71  9843  366   8   8 gwa-t10 C2 C2
 202011  90288   71  9843 3066   8   8 gwa-t10 C2 C2
 202012  90288   71  9843 1216   8   8 gwa-t10 C2 C2
 202013  90288   71  9843 1441   8   8 gwa-t10 C2 C2
 202014  90288   71  9843 1370   8   8 gwa-t10 C2 C2
 202015  90288   71  9843 1257   8   8 gwa-t10 C2 C2
 202016  90288   71  9843 1130   8   8 gwa-t10 C2 C2
 202017  90288   71  9843 1330   8   8 gwa-t10 C2 C2
 202018  90288   71  9843  441   8   8 gwa-t10 C2 C2
 202019  90288   71  9843 1204   8   8 gwa-t10 C2 C2
 202020  90288   71  9843 1037   8   8 gwa-t10 C2 C2
 202021  90288   71  9843 1059   8   8 gwa-t10 C2 C2
 202022  90288   71  9843  711   8   8 gwa-t10 C2 C2
 202023  90288   71  9843 1070   8   8 gwa-t10 C2 C2
 202024  90288   71  9843 1048   8   8 gwa-t10 C2 C2
 202025  90288   71  9843 1084   8   8 gwa-t10 C2 C2
 202026  90288   71  9843 1323   8   8 gwa-t10 C2 C2
 202027  90288   71  9843  623   8   8 gwa-t10 C2 C2
 202028  90288   71  9843  320   8   8 gwa-t10 C2 C2
 202029  90288   71  9843 1425   8   8 gwa-t10 C2 C2
 202030  90288   71  9843  879   8   8 gwa-t10 C2 C2
 202031  90288   71  9843  915   8   8 gwa-t10 C2 C2
 202032  90288   71  9843 1158   8   8 gwa-t10 C2 C2
 202033  90288   71  9843  374   8   8 gwa-t10 C2 C2
 202034  90288   71  9843  589   8   8 gwa-t10 C2 C2
 202035  90288   71  9843  620   8   8 gwa-t10 C2 C2
 202036  90288   71  9843 1244   8   8 gwa-t10 C2 C2
 202037  90288   71  9843 1017   8   8 gwa-t10 C2 C2
 202038  90288   71  9843  851   8   8 gwa-t10 C2 C2
 202039  90288   71  9843  399   8   8 gwa-t10 C2 C2
 202040  90288   71  9843 1247   8   8 gwa-t10 C2 C2
 202041  90288   71  9843  942   8   8 gwa-t10 C2 C2
 202042  90288   71  9843 1116   8   8 gwa-t10 C2 C2
 202043  90288   71  9843  568   8   8 gwa-t10 C2 C2
 202044  90288   71  9843 1145   8   8 gwa-t10 C2 C2
 202045  90288   71  9843  676   8   8 gwa-t10 C2 C2
 202046  90288   71  9843 1000   8   8 gwa-t10 C2 C2
 202047  90288   71  9843  559   8   8 gwa-t10 C2 C2
 202048  90288   71  9843 1089   8   8 gwa-t10 C2 C2
 202049  90288   71  9843 1008   8   8 gwa-t10 C2 C2
 202050  90288   71  9843  975   8   8 gwa-t10 C2 C2
 202051  90288   71  9843  965   8   8 gwa-t10 C2 C2
 202052  90288   71  9843  479   8   8 gwa-t10 C2 C2
 202053  90288   71  9843  557   8   8 gwa-t10 C2 C2
 202054  90288   71  9843  778   8   8 gwa-t10 C2 C2
 202055  90288   71  9843 1314   8   8 gwa-t10 C2 C2
 202056  90288   71  9843 1083   8   8 gwa-t10 C2 C2
 202057  90288   71  9843 1279   8   8 gwa-t10 C2 C2
 202058  90288   71  9843 1161   8   8 gwa-t10 C2 C2
 202059  90288   71  9843  688   8   8 gwa-t10 C2 C2
 202060  90288   71  9843  635   8   8 gwa-t10 C2 C2
 202061  90288   71  9843  825   8   8 gwa-t10 C2 C2
 202062  90288   71  9843  602   8   8 gwa-t10 C2 C2
 202063  90288   71  9843 1213   8   8 gwa-t10 C2 C2
 202064  90288   71  9843  749   8   8 gwa-t10 C2 C2
 202065  90288   71  9843  880   8   8 gwa-t10 C2 C2
 202066  90288   71  9843  760   8   8 gwa-t10 C2 C2
 202067  90288   71  9843 1234   8   8 gwa-t10 C2 C2
 202068  90288   71  9843  904   8   8 gwa-t10 C2 C2
 202069  90288   71  9843  925   8   8 gwa-t10 C2 C2
 202070  90288   71  9843 1179   8   8 gwa-t10 C2 C2
 202071  90288   71  9843 1057   8   8 gwa-t10 C2 C2
 202072  90288   71  9843  735   8   8 gwa-t10 C2 C2
 202073  90288   71  9843 1295   8   8 gwa-t10 C2 C2
 202074  90288   71  9843  878   8   8 gwa-t10 C2 C2
 202075  90288   71  9843 1011   8   8 gwa-t10 C2 C2
 202076  90288   71  9843 1387   8   8 gwa-t10 C2 C2
 202077  90288   71  9843  871   8   8 gwa-t10 C2 C2
 202078  90288   71  9843  961   8   8 gwa-t10 C2 C2
 202079  90288   71  9843  969   8   8 gwa-t10 C2 C2
 202080  90288   71  9843 1351   8   8 gwa-t10 C2 C2
 202081  90288   71  9843 1075   8   8 gwa-t10 C2 C2
